custid,startlen,time,payleft,lagtest,cancelnow
10107,6,8,4,4,0
10107,6,9,3,4,0
10107,6,10,2,4,0
10107,6,11,1,4,0
10108,6,1,5,4,0
10108,6,2,4,4,0
10108,6,3,3,4,0
10108,6,4,2,4,0
10108,6,5,1,4,0
10108,6,6,0,4,0
10108,6,7,5,4,0
10108,6,8,4,4,0
10108,6,9,3,4,0
10108,6,10,2,4,0
10108,6,11,1,0,0
10109,6,1,5,4,0
10109,6,2,4,4,0
10109,6,3,3,4,0
10109,6,4,2,4,0
10109,6,5,1,4,0
10109,6,6,0,4,0
10109,6,7,5,4,0
10109,6,8,4,4,0
10109,6,9,3,4,0
10109,6,10,2,4,0
10109,6,11,1,0,0
10110,6,1,5,4,0
10110,6,2,4,4,0
10110,6,3,3,4,0
10110,6,4,2,4,0
10110,6,5,1,4,0
10110,6,6,0,4,0
10110,6,7,5,4,0
10110,6,8,4,4,0
10110,6,9,3,4,0
10110,6,10,2,4,0
10110,6,11,1,0,0
10111,6,1,5,0,0
10111,6,2,4,0,1
10112,6,1,5,4,0
10112,6,2,4,4,0
10112,6,3,3,4,0
10112,6,4,2,4,0
10112,6,5,1,4,0
10112,6,6,0,4,0
10112,6,7,5,4,0
10112,6,8,4,0,0
10112,6,9,3,0,0
10112,6,10,2,4,0
10112,6,11,1,4,0
10113,12,1,11,4,0
10113,12,2,10,4,0
10113,12,3,9,4,0
10113,12,4,8,0,0
10113,12,5,7,0,0
10113,12,6,6,0,1
10114,1,1,0,4,0
10114,1,2,0,4,0
10114,1,3,0,4,0
10114,1,4,0,4,0
10114,1,5,0,4,0
10114,1,6,0,4,0
10114,1,7,0,4,0
10114,1,8,0,4,0
10114,1,9,0,4,0
10114,1,10,0,4,0
10114,1,11,0,4,0
10115,6,1,5,4,0
10115,6,2,4,4,0
10115,6,3,3,4,0
10115,6,4,2,4,0
10115,6,5,1,4,0
10115,6,6,0,4,0
10115,6,7,5,4,0
10115,6,8,4,4,0
10115,6,9,3,4,0
10115,6,10,2,4,0
10115,6,11,1,4,0
10116,1,1,0,0,0
10116,1,2,0,0,0
10116,1,3,0,0,0
10116,1,4,0,0,0
10116,1,5,0,0,0
10116,1,6,0,0,0
10116,1,7,0,0,0
10116,1,8,0,0,1
10117,12,1,11,4,0
10117,12,2,10,4,0
10117,12,3,9,4,0
10117,12,4,8,4,0
10117,12,5,7,4,0
10117,12,6,6,4,0
10117,12,7,5,4,0
10117,12,8,4,4,0
10117,12,9,3,4,0
10117,12,10,2,4,0
10117,12,11,1,0,0
10118,1,1,0,0,0
10118,1,2,0,0,1
10119,6,1,5,4,0
10119,6,2,4,4,0
10119,6,3,3,4,0
10119,6,4,2,0,0
10119,6,5,1,0,0
10119,6,6,0,0,0
10119,6,7,5,0,0
10119,6,8,4,0,0
10119,6,9,3,0,0
10119,6,10,2,0,0
10119,6,11,1,0,0
10120,1,1,0,4,0
10120,1,2,0,4,0
10120,1,3,0,4,0
10120,1,4,0,4,0
10120,1,5,0,4,0
10120,1,6,0,4,0
10120,1,7,0,4,0
10120,1,8,0,4,0
10120,1,9,0,4,0
10120,1,10,0,4,0
10120,1,11,0,4,0
10121,1,1,0,4,0
10121,1,2,0,4,0
10121,1,3,0,4,0
10121,1,4,0,4,0
10121,1,5,0,4,0
10121,1,6,0,4,0
10121,1,7,0,4,0
10121,1,8,0,4,0
10121,1,9,0,4,0
10121,1,10,0,4,0
10121,1,11,0,4,0
10122,12,1,11,4,0
10122,12,2,10,4,0
10122,12,3,9,4,0
10122,12,4,8,4,0
10122,12,5,7,4,0
10122,12,6,6,4,0
10122,12,7,5,4,0
10122,12,8,4,4,0
10122,12,9,3,4,0
10122,12,10,2,4,0
10122,12,11,1,4,0
10123,1,1,0,4,0
10123,1,2,0,4,0
10123,1,3,0,4,0
10123,1,4,0,4,0
10123,1,5,0,4,0
10123,1,6,0,4,0
10123,1,7,0,4,0
10123,1,8,0,4,0
10123,1,9,0,4,0
10123,1,10,0,4,0
10123,1,11,0,4,0
10124,6,1,5,4,0
10124,6,2,4,4,0
10124,6,3,3,4,0
10124,6,4,2,0,0
10124,6,5,1,0,0
10124,6,6,0,0,0
10124,6,7,5,0,0
10124,6,8,4,0,0
10124,6,9,3,0,0
10124,6,10,2,0,0
10124,6,11,1,0,0
10125,1,1,0,4,0
10125,1,2,0,4,0
10125,1,3,0,4,0
10125,1,4,0,4,0
10125,1,5,0,2,0
10125,1,6,0,4,0
10125,1,7,0,4,0
10125,1,8,0,2,0
10125,1,9,0,2,0
10125,1,10,0,3,0
10125,1,11,0,2,0
10126,6,1,5,4,0
10126,6,2,4,4,0
10126,6,3,3,4,0
10126,6,4,2,4,0
10126,6,5,1,4,0
10126,6,6,0,4,0
10126,6,7,5,4,0
10126,6,8,4,4,0
10126,6,9,3,4,0
10126,6,10,2,4,0
10126,6,11,1,4,0
10127,1,1,0,4,0
10127,1,2,0,4,0
10127,1,3,0,4,0
10127,1,4,0,3,0
10127,1,5,0,4,0
10127,1,6,0,4,0
10127,1,7,0,4,0
10127,1,8,0,4,0
10127,1,9,0,3,0
10127,1,10,0,4,0
10127,1,11,0,4,0
10128,12,1,11,4,0
10128,12,2,10,4,0
10128,12,3,9,0,0
10128,12,4,8,4,0
10128,12,5,7,4,0
10128,12,6,6,4,0
10128,12,7,5,4,0
10128,12,8,4,0,0
10128,12,9,3,0,0
10128,12,10,2,4,0
10128,12,11,1,0,0
10129,12,1,11,4,0
10129,12,2,10,0,0
10129,12,3,9,0,0
10129,12,4,8,0,0
10129,12,5,7,0,0
10129,12,6,6,0,0
10129,12,7,5,3,0
10129,12,8,4,0,0
10129,12,9,3,0,0
10129,12,10,2,0,0
10129,12,11,1,0,1
10130,6,1,5,0,0
10130,6,2,4,0,0
10130,6,3,3,0,0
10130,6,4,2,0,0
10130,6,5,1,0,0
10130,6,6,0,0,0
10130,6,7,5,0,0
10130,6,8,4,0,1
10131,6,1,5,4,0
10131,6,2,4,4,0
10131,6,3,3,4,0
10131,6,4,2,4,0
10131,6,5,1,0,0
10131,6,6,0,0,1
10132,1,1,0,4,0
10132,1,2,0,4,0
10132,1,3,0,4,0
10132,1,4,0,4,0
10132,1,5,0,4,0
10132,1,6,0,4,0
10132,1,7,0,4,0
10132,1,8,0,0,0
10132,1,9,0,0,0
10132,1,10,0,0,0
10132,1,11,0,0,0
10133,12,1,11,4,0
10133,12,2,10,4,0
10133,12,3,9,4,0
10133,12,4,8,4,0
10133,12,5,7,4,0
10133,12,6,6,4,0
10133,12,7,5,4,0
10133,12,8,4,4,0
10133,12,9,3,4,0
10133,12,10,2,4,0
10133,12,11,1,4,0
10134,6,1,5,4,0
10134,6,2,4,4,0
10134,6,3,3,4,0
10134,6,4,2,4,0
10134,6,5,1,4,0
10134,6,6,0,4,0
10134,6,7,5,4,0
10134,6,8,4,4,0
10134,6,9,3,4,0
10134,6,10,2,4,0
10134,6,11,1,4,0
10135,12,1,11,4,0
10135,12,2,10,4,0
10135,12,3,9,4,0
10135,12,4,8,4,0
10135,12,5,7,4,0
10135,12,6,6,4,0
10135,12,7,5,4,0
10135,12,8,4,4,0
10135,12,9,3,4,0
10135,12,10,2,4,0
10135,12,11,1,4,0
10141,1,1,0,4,0
10141,1,2,0,4,0
10141,1,3,0,4,0
10141,1,4,0,4,0
10141,1,5,0,4,0
10141,1,6,0,4,0
10141,1,7,0,4,0
10141,1,8,0,4,0
10141,1,9,0,4,0
10141,1,10,0,4,0
10141,1,11,0,4,0
10142,6,1,5,4,0
10142,6,2,4,4,0
10142,6,3,3,4,0
10142,6,4,2,4,0
10142,6,5,1,4,0
10142,6,6,0,4,0
10142,6,7,5,4,0
10142,6,8,4,4,0
10142,6,9,3,4,0
10142,6,10,2,4,0
10142,6,11,1,4,0
10143,6,1,5,4,0
10143,6,2,4,3,0
10143,6,3,3,4,0
10143,6,4,2,4,0
10143,6,5,1,0,0
10143,6,6,0,3,1
10144,1,1,0,0,0
10144,1,2,0,0,0
10144,1,3,0,0,0
10144,1,4,0,0,0
10144,1,5,0,0,0
10144,1,6,0,0,0
10144,1,7,0,0,0
10144,1,8,0,0,0
10144,1,9,0,0,1
10145,1,1,0,4,0
10145,1,2,0,0,0
10145,1,3,0,0,0
10145,1,4,0,0,0
10145,1,5,0,0,1
10152,12,1,11,4,0
10152,12,2,10,4,0
10152,12,3,9,4,0
10152,12,4,8,4,0
10152,12,5,7,4,0
10152,12,6,6,4,0
10152,12,7,5,4,0
10152,12,8,4,4,0
10152,12,9,3,4,0
10152,12,10,2,4,0
10152,12,11,1,4,0
10153,12,1,11,4,0
10153,12,2,10,4,0
10153,12,3,9,4,0
10153,12,4,8,4,0
10153,12,5,7,4,0
10153,12,6,6,4,0
10153,12,7,5,4,0
10153,12,8,4,4,0
10153,12,9,3,4,0
10153,12,10,2,4,0
10153,12,11,1,4,0
10154,6,1,5,4,0
10154,6,2,4,4,0
10154,6,3,3,4,0
10154,6,4,2,4,0
10154,6,5,1,4,0
10154,6,6,0,4,0
10154,6,7,5,4,0
10154,6,8,4,4,0
10154,6,9,3,0,0
10154,6,10,2,4,0
10154,6,11,1,4,0
10155,1,1,0,0,0
10155,1,2,0,0,0
10155,1,3,0,4,0
10155,1,4,0,4,0
10155,1,5,0,0,0
10155,1,6,0,0,0
10155,1,7,0,0,0
10155,1,8,0,0,1
10156,1,1,0,4,0
10156,1,2,0,4,0
10156,1,3,0,4,0
10156,1,4,0,4,0
10156,1,5,0,4,0
10156,1,6,0,4,0
10156,1,7,0,4,0
10156,1,8,0,4,0
10156,1,9,0,4,0
10156,1,10,0,4,0
10156,1,11,0,4,0
10157,6,1,5,0,0
10157,6,2,4,0,0
10157,6,3,3,0,0
10157,6,4,2,0,0
10157,6,5,1,0,0
10157,6,6,0,0,0
10157,6,7,5,0,0
10157,6,8,4,0,0
10157,6,9,3,0,0
10157,6,10,2,0,0
10157,6,11,1,0,0
10158,6,1,5,4,0
10158,6,2,4,4,0
10158,6,3,3,0,0
10158,6,4,2,0,0
10158,6,5,1,0,0
10158,6,6,0,0,0
10158,6,7,5,0,0
10158,6,8,4,0,0
10158,6,9,3,0,0
10158,6,10,2,0,0
10158,6,11,1,0,0
10162,1,1,0,0,0
10162,1,2,0,0,1
10163,1,1,0,0,0
10163,1,2,0,0,0
10163,1,3,0,0,0
10163,1,4,0,0,0
10163,1,5,0,0,0
10163,1,6,0,0,0
10163,1,7,0,0,0
10163,1,8,0,0,0
10163,1,9,0,0,0
10163,1,10,0,0,0
10163,1,11,0,0,0
10164,1,1,0,4,0
10164,1,2,0,4,0
10164,1,3,0,4,0
10164,1,4,0,0,0
10164,1,5,0,4,0
10164,1,6,0,4,0
10164,1,7,0,4,0
10164,1,8,0,4,0
10164,1,9,0,0,0
10164,1,10,0,0,1
10165,1,1,0,0,0
10165,1,2,0,4,0
10165,1,3,0,0,1
10166,1,1,0,0,0
10166,1,2,0,0,0
10166,1,3,0,0,0
10166,1,4,0,0,0
10166,1,5,0,0,0
10166,1,6,0,0,0
10166,1,7,0,0,0
10166,1,8,0,0,0
10166,1,9,0,0,0
10166,1,10,0,0,0
10166,1,11,0,0,0
10167,6,1,5,4,0
10167,6,2,4,4,0
10167,6,3,3,4,0
10167,6,4,2,4,0
10167,6,5,1,0,0
10167,6,6,0,0,0
10167,6,7,5,4,0
10167,6,8,4,0,0
10167,6,9,3,4,0
10167,6,10,2,4,0
10167,6,11,1,4,0
10168,6,1,5,4,0
10168,6,2,4,4,0
10168,6,3,3,4,0
10168,6,4,2,4,0
10168,6,5,1,4,0
10168,6,6,0,4,0
10168,6,7,5,4,0
10168,6,8,4,0,0
10168,6,9,3,4,0
10168,6,10,2,4,0
10168,6,11,1,4,0
10169,1,1,0,4,0
10169,1,2,0,4,0
10169,1,3,0,4,0
10169,1,4,0,4,0
10169,1,5,0,4,0
10169,1,6,0,4,0
10169,1,7,0,4,0
10169,1,8,0,4,0
10169,1,9,0,4,0
10169,1,10,0,4,0
10169,1,11,0,4,0
10170,1,1,0,4,0
10170,1,2,0,4,0
10170,1,3,0,4,0
10170,1,4,0,4,0
10170,1,5,0,0,0
10170,1,6,0,4,0
10170,1,7,0,0,0
10170,1,8,0,3,0
10170,1,9,0,4,0
10170,1,10,0,4,0
10170,1,11,0,4,0
10171,1,1,0,4,0
10171,1,2,0,4,0
10171,1,3,0,4,0
10171,1,4,0,4,0
10171,1,5,0,4,0
10171,1,6,0,4,0
10171,1,7,0,4,0
10171,1,8,0,4,0
10171,1,9,0,4,0
10171,1,10,0,4,0
10171,1,11,0,4,0
10172,6,1,5,4,0
10172,6,2,4,4,0
10172,6,3,3,4,0
10172,6,4,2,4,0
10172,6,5,1,0,0
10172,6,6,0,4,0
10172,6,7,5,4,0
10172,6,8,4,2,0
10172,6,9,3,2,0
10172,6,10,2,4,0
10172,6,11,1,4,0
10173,12,1,11,4,0
10173,12,2,10,4,0
10173,12,3,9,4,0
10173,12,4,8,4,0
10173,12,5,7,4,0
10173,12,6,6,4,0
10173,12,7,5,4,0
10173,12,8,4,4,0
10173,12,9,3,4,0
10173,12,10,2,4,0
10173,12,11,1,4,0
10174,6,1,5,4,0
10174,6,2,4,4,0
10174,6,3,3,4,0
10174,6,4,2,4,0
10174,6,5,1,4,0
10174,6,6,0,4,0
10174,6,7,5,4,0
10174,6,8,4,4,0
10174,6,9,3,4,0
10174,6,10,2,4,0
10174,6,11,1,4,0
10175,1,1,0,0,0
10175,1,2,0,0,0
10175,1,3,0,0,1
10176,6,1,5,1,0
10176,6,2,4,1,0
10176,6,3,3,2,0
10176,6,4,2,1,0
10176,6,5,1,0,0
10176,6,6,0,0,0
10176,6,7,5,4,0
10176,6,8,4,4,0
10176,6,9,3,4,0
10176,6,10,2,0,0
10176,6,11,1,4,0
10177,1,1,0,4,0
10177,1,2,0,4,0
10177,1,3,0,4,0
10177,1,4,0,4,0
10177,1,5,0,4,0
10177,1,6,0,4,0
10177,1,7,0,4,1
10178,1,1,0,4,0
10178,1,2,0,4,0
10178,1,3,0,0,0
10178,1,4,0,0,0
10178,1,5,0,0,0
10178,1,6,0,0,0
10178,1,7,0,0,0
10178,1,8,0,4,0
10178,1,9,0,4,0
10178,1,10,0,4,0
10178,1,11,0,4,0
10179,6,1,5,4,0
10179,6,2,4,4,0
10179,6,3,3,4,0
10179,6,4,2,4,0
10179,6,5,1,4,0
10179,6,6,0,4,0
10179,6,7,5,4,0
10179,6,8,4,4,0
10179,6,9,3,4,0
10179,6,10,2,4,0
10179,6,11,1,4,0
10182,6,1,5,4,0
10182,6,2,4,4,0
10182,6,3,3,4,0
10182,6,4,2,4,0
10182,6,5,1,4,0
10182,6,6,0,4,0
10182,6,7,5,4,0
10182,6,8,4,4,0
10182,6,9,3,4,0
10182,6,10,2,4,0
10182,6,11,1,4,0
10183,12,1,11,4,0
10183,12,2,10,4,0
10183,12,3,9,4,0
10183,12,4,8,4,0
10183,12,5,7,4,0
10183,12,6,6,4,0
10183,12,7,5,0,0
10183,12,8,4,0,0
10183,12,9,3,0,0
10183,12,10,2,0,0
10183,12,11,1,0,1
10184,1,1,0,4,0
10184,1,2,0,4,0
10184,1,3,0,4,0
10184,1,4,0,4,0
10184,1,5,0,4,0
10184,1,6,0,4,0
10184,1,7,0,4,0
10184,1,8,0,4,0
10184,1,9,0,4,0
10184,1,10,0,4,0
10184,1,11,0,4,0
10185,12,1,11,4,0
10185,12,2,10,4,0
10185,12,3,9,4,0
10185,12,4,8,4,0
10185,12,5,7,4,0
10185,12,6,6,4,0
10185,12,7,5,4,0
10185,12,8,4,4,0
10185,12,9,3,4,0
10185,12,10,2,4,0
10185,12,11,1,4,0
10186,1,1,0,4,0
10186,1,2,0,4,0
10186,1,3,0,3,0
10186,1,4,0,4,0
10186,1,5,0,0,0
10186,1,6,0,0,1
10187,6,1,5,4,0
10187,6,2,4,0,0
10187,6,3,3,0,0
10187,6,4,2,0,0
10187,6,5,1,0,0
10187,6,6,0,0,0
10187,6,7,5,0,0
10187,6,8,4,0,0
10187,6,9,3,0,0
10187,6,10,2,0,0
10187,6,11,1,0,0
10188,12,1,11,4,0
10188,12,2,10,4,0
10188,12,3,9,4,0
10188,12,4,8,4,0
10188,12,5,7,4,0
10188,12,6,6,4,0
10188,12,7,5,4,0
10188,12,8,4,4,0
10188,12,9,3,4,0
10188,12,10,2,4,0
10188,12,11,1,4,0
10189,1,1,0,0,0
10189,1,2,0,0,0
10189,1,3,0,0,0
10189,1,4,0,0,0
10189,1,5,0,0,0
10189,1,6,0,0,0
10189,1,7,0,0,0
10189,1,8,0,0,0
10189,1,9,0,0,0
10189,1,10,0,0,0
10189,1,11,0,0,0
10190,6,1,5,0,0
10190,6,2,4,0,0
10190,6,3,3,0,0
10190,6,4,2,0,0
10190,6,5,1,0,0
10190,6,6,0,0,0
10190,6,7,5,0,0
10190,6,8,4,0,0
10190,6,9,3,0,0
10190,6,10,2,0,0
10190,6,11,1,0,0
10191,12,1,11,4,0
10191,12,2,10,4,0
10191,12,3,9,4,0
10191,12,4,8,4,0
10191,12,5,7,4,0
10191,12,6,6,4,0
10191,12,7,5,4,0
10191,12,8,4,4,0
10191,12,9,3,4,0
10191,12,10,2,0,0
10191,12,11,1,4,0
10192,1,1,0,4,0
10192,1,2,0,4,0
10192,1,3,0,4,0
10192,1,4,0,0,0
10192,1,5,0,0,0
10192,1,6,0,0,1
10193,1,1,0,4,0
10193,1,2,0,4,0
10193,1,3,0,4,0
10193,1,4,0,4,0
10193,1,5,0,4,0
10193,1,6,0,4,0
10193,1,7,0,4,0
10193,1,8,0,4,0
10193,1,9,0,4,0
10193,1,10,0,4,0
10193,1,11,0,4,0
10194,1,1,0,4,0
10194,1,2,0,4,0
10194,1,3,0,4,0
10194,1,4,0,4,0
10194,1,5,0,4,0
10194,1,6,0,4,0
10194,1,7,0,4,0
10194,1,8,0,4,0
10194,1,9,0,0,0
10194,1,10,0,0,0
10194,1,11,0,4,0
10195,12,1,11,4,0
10195,12,2,10,4,0
10195,12,3,9,4,0
10195,12,4,8,4,0
10195,12,5,7,4,0
10195,12,6,6,4,0
10195,12,7,5,4,0
10195,12,8,4,4,0
10195,12,9,3,4,0
10195,12,10,2,4,0
10195,12,11,1,4,0
10196,6,1,5,4,0
10196,6,2,4,4,0
10196,6,3,3,4,0
10196,6,4,2,0,0
10196,6,5,1,0,1
10200,12,1,11,4,0
10200,12,2,10,4,0
10200,12,3,9,4,0
10200,12,4,8,4,0
10200,12,5,7,0,0
10200,12,6,6,4,0
10200,12,7,5,4,0
10200,12,8,4,4,0
10200,12,9,3,4,0
10200,12,10,2,4,0
10200,12,11,1,4,0
10201,6,1,5,4,0
10201,6,2,4,4,0
10201,6,3,3,4,0
10201,6,4,2,0,0
10201,6,5,1,0,0
10201,6,6,0,0,1
10202,1,1,0,4,0
10202,1,2,0,2,0
10202,1,3,0,3,0
10202,1,4,0,0,0
10202,1,5,0,4,0
10202,1,6,0,4,0
10202,1,7,0,4,0
10202,1,8,0,4,0
10202,1,9,0,2,0
10202,1,10,0,2,0
10202,1,11,5,0,0
10203,1,1,0,4,0
10203,1,2,0,4,0
10203,1,3,0,4,0
10203,1,4,0,3,0
10203,1,5,0,4,0
10203,1,6,0,4,0
10203,1,7,0,4,0
10203,1,8,0,4,0
10203,1,9,0,3,0
10203,1,10,0,4,0
10203,1,11,0,0,0
10204,12,1,11,4,0
10204,12,2,10,4,0
10204,12,3,9,4,0
10204,12,4,8,4,0
10204,12,5,7,4,0
10204,12,6,6,4,0
10204,12,7,5,0,0
10204,12,8,4,0,0
10204,12,9,3,4,0
10204,12,10,2,4,0
10204,12,11,1,0,0
10205,6,1,5,4,0
10205,6,2,4,4,0
10205,6,3,3,4,0
10205,6,4,2,4,0
10205,6,5,1,4,0
10205,6,6,0,4,0
10205,6,7,0,4,0
10205,6,8,5,4,0
10205,6,9,4,4,0
10205,6,10,3,4,0
10205,6,11,2,4,0
10206,6,1,5,4,0
10206,6,2,4,4,0
10206,6,3,3,4,0
10206,6,4,2,0,0
10206,6,5,1,0,0
10206,6,6,0,0,1
10207,6,1,5,4,0
10207,6,2,4,4,0
10207,6,3,3,4,0
10207,6,4,2,4,0
10207,6,5,1,4,0
10207,6,6,0,4,0
10207,6,7,5,4,0
10207,6,8,4,4,0
10207,6,9,3,4,0
10207,6,10,2,4,0
10207,6,11,1,4,0
10208,6,1,5,4,0
10208,6,2,4,4,0
10208,6,3,3,4,0
10208,6,4,2,4,0
10208,6,5,1,4,0
10208,6,6,0,4,0
10208,6,7,5,4,0
10208,6,8,4,4,0
10208,6,9,3,4,0
10208,6,10,2,4,0
10208,6,11,1,0,0
10209,6,1,5,4,0
10209,6,2,4,4,0
10209,6,3,3,4,0
10209,6,4,2,0,0
10209,6,5,1,0,0
10209,6,6,0,4,0
10209,6,7,5,4,0
10209,6,8,4,4,0
10209,6,9,3,4,0
10209,6,10,2,4,0
10209,6,11,1,4,0
10210,1,1,0,4,0
10210,1,2,0,4,0
10210,1,3,0,4,0
10210,1,4,0,0,0
10210,1,5,0,0,0
10210,1,6,0,0,0
10210,1,7,0,0,0
10210,1,8,0,0,0
10210,1,9,0,0,0
10210,1,10,0,0,0
10210,1,11,0,0,0
10211,12,1,11,4,0
10211,12,2,10,4,0
10211,12,3,9,4,0
10211,12,4,8,4,0
10211,12,5,7,4,0
10211,12,6,6,4,0
10211,12,7,5,4,0
10211,12,8,4,4,0
10211,12,9,3,4,0
10211,12,10,2,4,0
10211,12,11,1,4,0
10212,6,1,5,0,0
10212,6,2,4,0,1
10213,1,1,0,0,0
10213,1,2,0,0,0
10213,1,3,0,0,0
10213,1,4,0,0,0
10213,1,5,0,0,0
10213,1,6,0,0,1
10214,6,1,5,0,0
10214,6,2,4,0,0
10214,6,3,3,0,0
10214,6,4,2,0,0
10214,6,5,1,0,0
10214,6,6,0,0,1
10215,1,1,0,4,0
10215,1,2,0,0,0
10215,1,3,0,0,0
10215,1,4,0,0,0
10215,1,5,0,0,0
10215,1,6,0,0,0
10215,1,7,0,0,1
10216,1,1,0,4,0
10216,1,2,0,4,0
10216,1,3,5,4,0
10216,1,4,4,4,0
10216,1,5,3,0,0
10216,1,6,2,0,0
10216,1,7,1,0,0
10216,1,8,0,0,0
10216,1,9,5,0,0
10216,1,10,4,4,0
10216,1,11,3,0,0
10217,6,1,5,4,0
10217,6,2,4,4,0
10217,6,3,3,4,0
10217,6,4,2,4,0
10217,6,5,1,4,0
10217,6,6,0,4,0
10217,6,7,5,4,0
10217,6,8,4,4,0
10217,6,9,3,4,0
10217,6,10,2,4,0
10217,6,11,1,4,0
10218,12,1,11,4,0
10218,12,2,10,4,0
10218,12,3,9,4,0
10218,12,4,8,4,0
10218,12,5,7,4,0
10218,12,6,6,4,0
10218,12,7,5,4,0
10218,12,8,4,4,0
10218,12,9,3,4,0
10218,12,10,2,4,0
10218,12,11,1,4,0
10219,1,1,0,4,0
10219,1,2,0,4,0
10219,1,3,0,4,0
10219,1,4,0,4,0
10219,1,5,0,4,0
10219,1,6,0,0,0
10219,1,7,0,0,1
10220,1,1,0,4,0
10220,1,2,0,4,0
10220,1,3,0,4,0
10220,1,4,0,4,0
10220,1,5,0,4,0
10220,1,6,0,4,0
10220,1,7,0,4,0
10220,1,8,0,4,0
10220,1,9,0,4,0
10220,1,10,0,4,0
10220,1,11,0,4,0
10221,1,1,0,4,0
10221,1,2,0,4,0
10221,1,3,0,4,0
10221,1,4,0,4,0
10221,1,5,0,4,0
10221,1,6,0,4,0
10221,1,7,0,4,0
10221,1,8,0,4,0
10221,1,9,0,4,0
10221,1,10,0,4,0
10221,1,11,0,4,0
10222,6,1,5,4,0
10222,6,2,4,4,0
10222,6,3,3,0,0
10222,6,4,2,0,0
10222,6,5,1,0,0
10222,6,6,0,0,1
10223,12,1,11,4,0
10223,12,2,10,2,0
10223,12,3,9,4,0
10223,12,4,8,0,0
10223,12,5,7,0,0
10223,12,6,6,0,0
10223,12,7,5,0,0
10223,12,8,4,0,0
10223,12,9,3,0,1
10224,1,1,0,4,0
10224,1,2,0,4,0
10224,1,3,0,4,0
10224,1,4,0,4,0
10224,1,5,0,4,0
10224,1,6,0,4,0
10224,1,7,0,0,0
10224,1,8,0,4,0
10224,1,9,0,4,0
10224,1,10,0,4,0
10224,1,11,0,4,0
10225,6,1,5,4,0
10225,6,2,4,4,0
10225,6,3,3,4,0
10225,6,4,2,4,0
10225,6,5,1,4,0
10225,6,6,0,4,0
10225,6,7,5,4,0
10225,6,8,4,4,0
10225,6,9,3,4,0
10225,6,10,2,4,0
10225,6,11,1,4,0
10226,1,1,0,0,0
10226,1,2,0,0,0
10226,1,3,0,0,0
10226,1,4,0,0,0
10226,1,5,0,0,0
10226,1,6,0,0,0
10226,1,7,0,0,0
10226,1,8,0,0,0
10226,1,9,0,0,0
10226,1,10,0,0,0
10226,1,11,0,0,0
10227,6,1,5,0,0
10227,6,2,4,0,0
10227,6,3,3,0,0
10227,6,4,2,0,1
10228,1,1,0,0,0
10228,1,2,0,0,0
10228,1,3,0,0,0
10228,1,4,0,0,0
10228,1,5,0,0,0
10228,1,6,0,0,1
10229,12,1,11,0,0
10229,12,2,10,0,0
10229,12,3,9,0,0
10229,12,4,8,0,0
10229,12,5,7,0,0
10229,12,6,6,0,0
10229,12,7,5,0,0
10229,12,8,4,0,0
10229,12,9,3,0,0
10229,12,10,2,0,0
10229,12,11,1,0,0
10230,1,1,0,0,0
10230,1,2,0,0,1
10231,12,1,11,4,0
10231,12,2,10,0,0
10231,12,3,9,0,0
10231,12,4,8,0,0
10231,12,5,7,0,0
10231,12,6,6,0,0
10231,12,7,5,0,0
10231,12,8,4,0,0
10231,12,9,3,0,0
10231,12,10,2,0,0
10231,12,11,1,0,0
10232,6,1,5,4,0
10232,6,2,4,4,0
10232,6,3,3,4,0
10232,6,4,2,2,0
10232,6,5,1,0,0
10232,6,6,0,0,0
10232,6,7,0,4,0
10232,6,8,0,4,0
10232,6,9,0,4,0
10232,6,10,0,4,0
10232,6,11,0,0,0
10233,12,1,11,4,0
10233,12,2,10,4,0
10233,12,3,9,0,0
10233,12,4,8,0,0
10233,12,5,7,0,0
10233,12,6,6,0,0
10233,12,7,5,0,0
10233,12,8,4,0,0
10233,12,9,3,0,0
10233,12,10,2,0,0
10233,12,11,1,0,0
10234,1,1,0,4,0
10234,1,2,0,4,0
10234,1,3,0,4,0
10234,1,4,0,0,0
10234,1,5,0,0,0
10234,1,6,0,0,0
10234,1,7,0,0,0
10234,1,8,0,0,0
10234,1,9,0,0,1
10235,6,1,5,4,0
10235,6,2,4,4,0
10235,6,3,3,4,0
10235,6,4,2,4,0
10235,6,5,1,4,0
10235,6,6,0,4,0
10235,6,7,5,4,0
10235,6,8,4,0,0
10235,6,9,3,0,0
10235,6,10,2,0,0
10235,6,11,1,0,0
10236,1,1,0,1,0
10236,1,2,0,0,0
10236,1,3,0,0,1
10237,1,1,0,0,0
10237,1,2,0,0,0
10237,1,3,0,4,0
10237,1,4,0,0,0
10237,1,5,0,0,0
10237,1,6,0,0,0
10237,1,7,0,0,0
10237,1,8,0,0,0
10237,1,9,0,0,0
10237,1,10,0,0,0
10237,1,11,0,0,0
10238,1,1,0,4,0
10238,1,2,0,4,0
10238,1,3,0,4,0
10238,1,4,0,4,0
10238,1,5,0,4,0
10238,1,6,0,4,0
10238,1,7,0,0,0
10238,1,8,0,0,0
10238,1,9,0,0,0
10238,1,10,0,0,0
10238,1,11,0,0,0
10239,12,1,11,4,0
10239,12,2,10,4,0
10239,12,3,9,4,0
10239,12,4,8,4,0
10239,12,5,7,4,0
10239,12,6,6,4,0
10239,12,7,5,4,0
10239,12,8,4,4,0
10239,12,9,3,4,0
10239,12,10,2,4,0
