custid,startlen,time,payleft,lagtest,cancelnow
7029,1,5,0,4,0
7029,1,6,0,4,0
7029,1,7,0,4,0
7029,1,8,0,4,0
7029,1,9,0,3,0
7029,1,10,0,4,0
7029,1,11,0,4,0
7030,6,1,5,0,0
7030,6,2,4,4,0
7030,6,3,3,0,0
7030,6,4,2,0,0
7030,6,5,1,0,0
7030,6,6,0,0,0
7030,6,7,5,0,0
7030,6,8,4,0,0
7030,6,9,3,0,0
7030,6,10,2,0,0
7030,6,11,1,0,0
7031,6,1,5,4,0
7031,6,2,4,4,0
7031,6,3,3,4,0
7031,6,4,2,4,0
7031,6,5,1,0,0
7031,6,6,0,4,0
7031,6,7,5,4,0
7031,6,8,4,0,0
7031,6,9,3,0,0
7031,6,10,2,3,0
7031,6,11,1,4,0
7032,1,1,0,0,0
7032,1,2,0,0,0
7032,1,3,0,0,0
7032,1,4,0,0,1
7033,1,1,0,0,0
7033,1,2,0,0,0
7033,1,3,0,0,1
7034,1,1,0,4,0
7034,1,2,0,4,0
7034,1,3,0,4,0
7034,1,4,0,3,0
7034,1,5,0,4,0
7034,1,6,0,4,0
7034,1,7,0,4,0
7034,1,8,0,4,0
7034,1,9,0,3,0
7034,1,10,0,3,0
7034,1,11,0,3,0
7035,6,1,5,4,0
7035,6,2,4,4,0
7035,6,3,3,4,0
7035,6,4,2,4,0
7035,6,5,1,4,0
7035,6,6,0,4,0
7035,6,7,5,4,0
7035,6,8,4,4,0
7035,6,9,3,4,0
7035,6,10,2,4,0
7035,6,11,1,4,0
7036,6,1,5,4,0
7036,6,2,4,4,0
7036,6,3,3,4,0
7036,6,4,2,4,0
7036,6,5,1,4,0
7036,6,6,0,4,0
7036,6,7,5,4,0
7036,6,8,4,4,0
7036,6,9,3,4,0
7036,6,10,2,4,0
7036,6,11,1,0,0
7037,1,1,0,4,0
7037,1,2,0,4,0
7037,1,3,0,4,0
7037,1,4,0,4,0
7037,1,5,0,4,0
7037,1,6,0,4,0
7037,1,7,0,0,0
7037,1,8,0,0,0
7037,1,9,0,0,0
7037,1,10,0,4,0
7037,1,11,0,4,0
7038,1,1,0,4,0
7038,1,2,0,4,0
7038,1,3,0,4,0
7038,1,4,0,4,0
7038,1,5,0,4,0
7038,1,6,0,4,0
7038,1,7,0,4,0
7038,1,8,0,4,0
7038,1,9,0,4,0
7038,1,10,0,4,0
7038,1,11,0,4,0
7039,12,1,11,4,0
7039,12,2,10,4,0
7039,12,3,9,4,0
7039,12,4,8,4,0
7039,12,5,7,4,0
7039,12,6,6,4,0
7039,12,7,5,4,0
7039,12,8,4,4,0
7039,12,9,3,4,0
7039,12,10,2,4,0
7039,12,11,1,4,0
7040,6,1,5,4,0
7040,6,2,4,0,0
7040,6,3,3,0,0
7040,6,4,2,0,0
7040,6,5,1,0,0
7040,6,6,0,0,1
7041,1,1,0,0,0
7041,1,2,0,0,0
7041,1,3,0,0,1
7042,6,1,5,4,0
7042,6,2,4,4,0
7042,6,3,3,4,0
7042,6,4,2,4,0
7042,6,5,1,4,0
7042,6,6,0,4,0
7042,6,7,5,4,0
7042,6,8,4,4,0
7042,6,9,3,4,0
7042,6,10,2,4,0
7042,6,11,1,4,0
7043,1,1,0,4,0
7043,1,2,0,4,0
7043,1,3,0,4,0
7043,1,4,0,3,0
7043,1,5,0,0,0
7043,1,6,0,0,0
7043,1,7,0,0,1
7044,1,1,0,0,0
7044,1,2,0,0,0
7044,1,3,0,0,0
7044,1,4,0,0,0
7044,1,5,0,0,0
7044,1,6,0,0,0
7044,1,7,0,0,0
7044,1,8,0,0,0
7044,1,9,0,0,0
7044,1,10,0,0,0
7044,1,11,0,0,0
7045,6,1,5,4,0
7045,6,2,4,4,0
7045,6,3,3,4,0
7045,6,4,2,4,0
7045,6,5,1,4,0
7045,6,6,0,4,0
7045,6,7,5,4,0
7045,6,8,4,4,0
7045,6,9,3,4,0
7045,6,10,2,4,0
7045,6,11,1,4,0
7046,6,1,5,4,0
7046,6,2,4,4,0
7046,6,3,3,4,0
7046,6,4,2,4,0
7046,6,5,1,4,0
7046,6,6,0,4,0
7046,6,7,5,4,0
7046,6,8,4,4,0
7046,6,9,3,4,0
7046,6,10,2,4,0
7046,6,11,1,4,0
7047,1,1,0,0,0
7047,1,2,0,0,0
7047,1,3,0,0,1
7048,6,1,5,4,0
7048,6,2,4,4,0
7048,6,3,3,4,0
7048,6,4,2,4,0
7048,6,5,1,4,0
7048,6,6,0,4,0
7048,6,7,5,4,0
7048,6,8,4,4,0
7048,6,9,3,4,0
7048,6,10,2,4,0
7048,6,11,1,4,0
7049,6,1,5,0,0
7049,6,2,4,0,0
7049,6,3,3,0,1
7050,1,1,0,4,0
7050,1,2,0,4,0
7050,1,3,0,4,0
7050,1,4,0,0,0
7050,1,5,0,0,0
7050,1,6,0,0,0
7050,1,7,0,0,0
7050,1,8,0,0,0
7050,1,9,0,0,0
7050,1,10,0,4,0
7050,1,11,0,4,0
7051,6,1,5,4,0
7051,6,2,4,4,0
7051,6,3,3,4,0
7051,6,4,2,4,0
7051,6,5,1,4,0
7051,6,6,0,4,0
7051,6,7,0,4,0
7051,6,8,0,4,0
7051,6,9,0,4,0
7051,6,10,0,4,0
7051,6,11,0,4,0
7052,1,1,0,4,0
7052,1,2,0,4,0
7052,1,3,0,4,0
7052,1,4,0,4,0
7052,1,5,0,4,0
7052,1,6,0,4,0
7052,1,7,0,4,0
7052,1,8,0,4,0
7052,1,9,0,4,0
7052,1,10,0,4,0
7052,1,11,0,4,0
7053,1,1,0,0,0
7053,1,2,0,4,0
7053,1,3,0,4,0
7053,1,4,0,3,0
7053,1,5,0,0,0
7053,1,6,0,0,0
7053,1,7,0,0,0
7053,1,8,0,0,1
7054,6,1,5,4,0
7054,6,2,4,4,0
7054,6,3,3,4,0
7054,6,4,2,0,0
7054,6,5,1,0,0
7054,6,6,0,0,0
7054,6,7,5,0,0
7054,6,8,4,4,0
7054,6,9,3,0,0
7054,6,10,2,4,0
7054,6,11,1,0,0
7055,6,1,5,4,0
7055,6,2,4,4,0
7055,6,3,3,4,0
7055,6,4,2,4,0
7055,6,5,1,4,0
7055,6,6,0,4,0
7055,6,7,5,4,0
7055,6,8,4,4,0
7055,6,9,3,4,0
7055,6,10,2,4,0
7055,6,11,1,4,0
7056,1,1,0,0,0
7056,1,2,0,0,1
7057,6,1,5,0,0
7057,6,2,4,0,0
7057,6,3,3,0,0
7057,6,4,2,0,0
7057,6,5,1,0,0
7057,6,6,0,0,0
7057,6,7,5,0,0
7057,6,8,4,0,0
7057,6,9,3,0,0
7057,6,10,2,0,0
7057,6,11,1,0,0
7058,12,1,11,4,0
7058,12,2,10,4,0
7058,12,3,9,4,0
7058,12,4,8,4,0
7058,12,5,7,4,0
7058,12,6,6,4,0
7058,12,7,5,4,0
7058,12,8,4,4,0
7058,12,9,3,0,0
7058,12,10,2,0,0
7058,12,11,1,0,0
7059,12,1,11,4,0
7059,12,2,10,4,0
7059,12,3,9,4,0
7059,12,4,8,4,0
7059,12,5,7,4,0
7059,12,6,6,4,0
7059,12,7,5,4,0
7059,12,8,4,3,0
7059,12,9,3,2,0
7059,12,10,2,4,0
7059,12,11,1,4,0
7060,6,1,5,4,0
7060,6,2,4,0,0
7060,6,3,3,4,0
7060,6,4,2,0,0
7060,6,5,1,0,0
7060,6,6,0,0,0
7060,6,7,5,0,0
7060,6,8,4,0,0
7060,6,9,3,0,0
7060,6,10,2,4,0
7060,6,11,1,4,0
7061,6,1,5,4,0
7061,6,2,4,4,0
7061,6,3,3,4,0
7061,6,4,2,4,0
7061,6,5,1,4,0
7061,6,6,0,4,0
7061,6,7,5,4,0
7061,6,8,4,4,0
7061,6,9,3,2,0
7061,6,10,2,4,0
7061,6,11,1,4,0
7062,6,1,5,0,0
7062,6,2,4,0,0
7062,6,3,3,4,0
7062,6,4,2,0,0
7062,6,5,1,0,0
7062,6,6,0,0,0
7062,6,7,5,0,0
7062,6,8,4,0,0
7062,6,9,3,0,0
7062,6,10,2,0,0
7062,6,11,1,0,0
7063,1,1,0,0,0
7063,1,2,0,0,0
7063,1,3,0,0,0
7063,1,4,0,0,0
7063,1,5,0,0,1
7064,6,1,5,4,0
7064,6,2,4,4,0
7064,6,3,3,4,0
7064,6,4,2,4,0
7064,6,5,1,4,0
7064,6,6,0,4,0
7064,6,7,5,4,0
7064,6,8,4,4,0
7064,6,9,3,4,0
7064,6,10,2,4,0
7064,6,11,1,0,0
7065,1,1,0,0,0
7065,1,2,0,0,0
7065,1,3,0,0,1
7066,1,1,0,0,0
7066,1,2,0,4,0
7066,1,3,0,0,0
7066,1,4,0,0,0
7066,1,5,0,0,0
7066,1,6,0,0,0
7066,1,7,0,0,0
7066,1,8,0,1,0
7066,1,9,0,2,0
7066,1,10,0,0,0
7066,1,11,0,0,0
7067,6,1,5,4,0
7067,6,2,4,4,0
7067,6,3,3,4,0
7067,6,4,2,4,0
7067,6,5,1,4,0
7067,6,6,0,4,0
7067,6,7,5,4,0
7067,6,8,4,4,0
7067,6,9,3,4,0
7067,6,10,2,4,0
7067,6,11,1,4,0
7068,6,1,5,0,0
7068,6,2,4,0,0
7068,6,3,3,0,0
7068,6,4,2,0,0
7068,6,5,1,0,0
7068,6,6,0,0,1
7069,6,1,5,4,0
7069,6,2,4,4,0
7069,6,3,3,0,0
7069,6,4,2,0,0
7069,6,5,1,0,0
7069,6,6,0,0,1
7070,6,1,5,0,0
7070,6,2,4,0,0
7070,6,3,3,0,0
7070,6,4,2,0,0
7070,6,5,1,0,0
7070,6,6,0,0,1
7071,1,1,0,4,0
7071,1,2,0,4,0
7071,1,3,0,0,0
7071,1,4,0,0,1
7072,6,1,5,4,0
7072,6,2,4,4,0
7072,6,3,3,4,0
7072,6,4,2,4,0
7072,6,5,1,4,0
7072,6,6,0,4,0
7072,6,7,5,4,0
7072,6,8,4,4,0
7072,6,9,3,4,0
7072,6,10,2,4,0
7072,6,11,1,4,0
7073,1,1,0,4,0
7073,1,2,0,0,0
7073,1,3,0,0,0
7073,1,4,0,0,0
7073,1,5,0,0,1
7074,1,1,0,4,0
7074,1,2,0,4,0
7074,1,3,0,4,0
7074,1,4,0,4,0
7074,1,5,0,4,0
7074,1,6,0,4,0
7074,1,7,0,4,0
7074,1,8,0,4,0
7074,1,9,0,4,0
7074,1,10,0,4,0
7074,1,11,11,4,0
7075,6,1,5,4,0
7075,6,2,4,4,0
7075,6,3,3,4,0
7075,6,4,2,4,0
7075,6,5,1,0,0
7075,6,6,0,0,0
7075,6,7,5,0,0
7075,6,8,4,0,0
7075,6,9,3,0,0
7075,6,10,2,0,0
7075,6,11,1,0,1
7076,1,1,0,0,0
7076,1,2,0,0,0
7076,1,3,0,0,0
7076,1,4,0,0,0
7076,1,5,0,0,1
7077,1,1,0,4,0
7077,1,2,0,4,0
7077,1,3,0,4,0
7077,1,4,0,4,0
7077,1,5,0,0,0
7077,1,6,0,0,0
7077,1,7,0,0,0
7077,1,8,0,0,1
7078,6,1,5,4,0
7078,6,2,4,4,0
7078,6,3,3,4,0
7078,6,4,2,4,0
7078,6,5,1,4,0
7078,6,6,0,4,0
7078,6,7,5,4,0
7078,6,8,4,4,0
7078,6,9,3,4,0
7078,6,10,2,4,0
7078,6,11,1,4,0
7079,1,1,0,4,0
7079,1,2,0,4,0
7079,1,3,0,4,0
7079,1,4,0,4,0
7079,1,5,0,4,0
7079,1,6,0,4,0
7079,1,7,0,4,0
7079,1,8,0,4,0
7079,1,9,0,4,0
7079,1,10,0,4,0
7079,1,11,0,4,0
7080,6,1,5,4,0
7080,6,2,4,4,0
7080,6,3,3,4,0
7080,6,4,2,4,0
7080,6,5,1,4,0
7080,6,6,0,4,0
7080,6,7,5,4,0
7080,6,8,4,4,0
7080,6,9,3,4,0
7080,6,10,2,4,0
7080,6,11,1,4,0
7081,6,1,5,4,0
7081,6,2,4,4,0
7081,6,3,3,4,0
7081,6,4,2,3,0
7081,6,5,1,0,0
7081,6,6,0,4,0
7081,6,7,5,4,0
7081,6,8,4,4,0
7081,6,9,3,4,0
7081,6,10,2,4,0
7081,6,11,1,0,0
7082,1,1,0,4,0
7082,1,2,0,0,0
7082,1,3,0,4,0
7082,1,4,0,0,0
7082,1,5,0,0,0
7082,1,6,0,3,0
7082,1,7,0,4,0
7082,1,8,0,4,0
7082,1,9,0,4,0
7082,1,10,0,4,0
7082,1,11,0,4,0
7083,6,1,5,0,0
7083,6,2,4,0,0
7083,6,3,3,4,0
7083,6,4,2,4,0
7083,6,5,1,0,0
7083,6,6,0,0,0
7083,6,7,5,0,0
7083,6,8,4,0,0
7083,6,9,3,0,0
7083,6,10,2,0,0
7083,6,11,1,0,0
7084,6,1,5,4,0
7084,6,2,4,4,0
7084,6,3,3,4,0
7084,6,4,2,4,0
7084,6,5,1,4,0
7084,6,6,0,4,0
7084,6,7,5,4,0
7084,6,8,4,4,0
7084,6,9,3,4,0
7084,6,10,2,4,0
7084,6,11,1,4,0
7085,6,1,5,4,0
7085,6,2,4,4,0
7085,6,3,3,0,0
7085,6,4,2,0,0
7085,6,5,1,0,0
7085,6,6,0,0,0
7085,6,7,5,0,1
7086,1,1,0,4,0
7086,1,2,0,4,0
7086,1,3,0,4,0
7086,1,4,0,4,0
7086,1,5,0,4,0
7086,1,6,0,4,0
7086,1,7,0,4,0
7086,1,8,0,4,0
7086,1,9,0,4,0
7086,1,10,0,4,0
7086,1,11,0,4,0
7087,6,1,5,4,0
7087,6,2,4,4,0
7087,6,3,3,4,0
7087,6,4,2,4,0
7087,6,5,1,4,0
7087,6,6,0,4,0
7087,6,7,5,4,0
7087,6,8,4,4,0
7087,6,9,3,4,0
7087,6,10,2,4,0
7087,6,11,1,4,0
7088,6,1,5,4,0
7088,6,2,4,4,0
7088,6,3,3,4,0
7088,6,4,2,8,0
7088,6,5,1,4,0
7088,6,6,0,4,0
7088,6,7,5,4,0
7088,6,8,4,4,0
7088,6,9,3,4,0
7088,6,10,2,4,0
7088,6,11,1,4,0
7089,12,1,11,0,0
7089,12,2,10,0,0
7089,12,3,9,0,0
7089,12,4,8,0,0
7089,12,5,7,0,0
7089,12,6,6,0,0
7089,12,7,5,0,0
7089,12,8,4,0,0
7089,12,9,3,0,0
7089,12,10,2,0,0
7089,12,11,1,0,0
7090,6,1,5,4,0
7090,6,2,4,4,0
7090,6,3,3,4,0
7090,6,4,2,4,0
7090,6,5,1,4,0
7090,6,6,0,4,0
7090,6,7,5,4,0
7090,6,8,4,4,0
7090,6,9,3,4,0
7090,6,10,2,4,0
7090,6,11,1,4,0
7091,1,1,0,4,0
7091,1,2,0,0,0
7091,1,3,0,0,0
7091,1,4,0,0,1
7092,12,1,11,4,0
7092,12,2,10,4,0
7092,12,3,9,4,0
7092,12,4,8,4,0
7092,12,5,7,4,0
7092,12,6,6,4,0
7092,12,7,5,4,0
7092,12,8,4,4,0
7092,12,9,3,4,0
7092,12,10,2,4,0
7092,12,11,1,4,0
7093,1,1,0,0,0
7093,1,2,0,2,0
7093,1,3,0,0,1
7094,1,1,0,3,0
7094,1,2,5,4,0
7094,1,3,4,4,0
7094,1,4,3,4,0
7094,1,5,2,0,0
7094,1,6,1,4,0
7094,1,7,0,0,0
7094,1,8,5,4,0
7094,1,9,4,4,0
7094,1,10,3,4,0
7094,1,11,2,4,0
7095,6,1,5,4,0
7095,6,2,4,4,0
7095,6,3,3,4,0
7095,6,4,2,4,0
7095,6,5,1,4,0
7095,6,6,0,0,0
7095,6,7,5,4,0
7095,6,8,4,0,0
7095,6,9,3,4,0
7095,6,10,2,4,0
7095,6,11,1,4,0
7096,6,1,5,0,0
7096,6,2,4,0,0
7096,6,3,3,0,1
7097,6,1,5,4,0
7097,6,2,4,4,0
7097,6,3,3,4,0
7097,6,4,2,4,0
7097,6,5,1,0,0
7097,6,6,0,4,0
7097,6,7,5,4,0
7097,6,8,4,4,0
7097,6,9,3,4,0
7097,6,10,2,4,0
7097,6,11,1,4,0
7098,6,1,5,4,0
7098,6,2,4,4,0
7098,6,3,3,4,0
7098,6,4,2,4,0
7098,6,5,1,4,0
7098,6,6,0,4,0
7098,6,7,5,4,0
7098,6,8,4,4,0
7098,6,9,3,4,0
7098,6,10,2,4,0
7098,6,11,1,4,0
7099,6,1,5,4,0
7099,6,2,4,4,0
7099,6,3,3,4,0
7099,6,4,2,4,0
7099,6,5,1,4,0
7099,6,6,0,4,0
7099,6,7,5,4,0
7099,6,8,4,4,0
7099,6,9,3,4,0
7099,6,10,2,4,0
7099,6,11,1,4,0
7100,1,1,0,0,1
7101,1,1,0,4,0
7101,1,2,0,4,0
7101,1,3,0,4,0
7101,1,4,0,4,0
7101,1,5,0,4,0
7101,1,6,0,4,0
7101,1,7,0,4,0
7101,1,8,0,4,0
7101,1,9,0,4,0
7101,1,10,0,4,0
7101,1,11,0,4,0
7102,1,1,0,4,0
7102,1,2,0,4,0
7102,1,3,0,4,0
7102,1,4,0,4,0
7102,1,5,0,0,0
7102,1,6,0,4,0
7102,1,7,0,4,0
7102,1,8,0,0,0
7102,1,9,0,0,0
7102,1,10,0,0,0
7102,1,11,0,4,0
7103,1,1,0,4,0
7103,1,2,0,4,0
7103,1,3,0,4,0
7103,1,4,0,0,0
7103,1,5,0,0,1
7104,1,1,0,4,0
7104,1,2,0,4,0
7104,1,3,0,4,0
7104,1,4,0,4,0
7104,1,5,0,4,0
7104,1,6,0,4,0
7104,1,7,0,4,0
7104,1,8,0,4,0
7104,1,9,0,2,0
7104,1,10,0,3,0
7104,1,11,0,1,0
7105,1,1,0,4,0
7105,1,2,0,0,0
7105,1,3,0,0,0
7105,1,4,0,0,0
7105,1,5,0,0,0
7105,1,6,0,0,0
7105,1,7,0,0,0
7105,1,8,0,0,0
7105,1,9,0,0,0
7105,1,10,0,3,0
7105,1,11,0,4,0
7106,12,1,11,4,0
7106,12,2,10,4,0
7106,12,3,9,4,0
7106,12,4,8,4,0
7106,12,5,7,4,0
7106,12,6,6,4,0
7106,12,7,5,4,0
7106,12,8,4,4,0
7106,12,9,3,4,0
7106,12,10,2,4,0
7106,12,11,1,4,0
7107,1,1,0,0,0
7107,1,2,0,0,0
7107,1,3,0,0,0
7107,1,4,0,0,0
7107,1,5,0,0,0
7107,1,6,0,0,0
7107,1,7,0,0,0
7107,1,8,0,0,0
7107,1,9,0,0,1
7108,6,1,5,4,0
7108,6,2,4,4,0
7108,6,3,3,4,0
7108,6,4,2,4,0
7108,6,5,1,4,0
7108,6,6,0,4,0
7108,6,7,5,4,0
7108,6,8,4,4,0
7108,6,9,3,4,0
7108,6,10,2,0,0
7108,6,11,1,0,0
7109,1,1,0,4,0
7109,1,2,0,4,0
7109,1,3,0,4,0
7109,1,4,0,4,0
7109,1,5,0,0,0
7109,1,6,0,0,0
7109,1,7,0,0,0
7109,1,8,0,0,0
7109,1,9,0,0,0
7109,1,10,0,4,0
7109,1,11,0,4,0
7110,1,1,0,4,0
7110,1,2,0,0,1
7111,6,1,5,4,0
7111,6,2,4,4,0
7111,6,3,3,4,0
7111,6,4,2,4,0
7111,6,5,1,4,0
7111,6,6,0,4,0
7111,6,7,5,4,0
7111,6,8,4,4,0
7111,6,9,3,4,0
7111,6,10,2,4,0
7111,6,11,1,4,0
7112,6,1,5,4,0
7112,6,2,4,4,0
7112,6,3,3,4,0
7112,6,4,2,4,0
7112,6,5,1,4,0
7112,6,6,0,4,0
7112,6,7,5,4,0
7112,6,8,4,4,0
7112,6,9,3,4,0
7112,6,10,2,4,0
7112,6,11,1,4,0
7113,1,1,0,4,0
7113,1,2,0,4,0
7113,1,3,0,4,0
7113,1,4,0,0,0
7113,1,5,0,0,0
7113,1,6,0,4,0
7113,1,7,0,4,0
7113,1,8,0,4,0
7113,1,9,0,4,0
7113,1,10,0,4,0
7113,1,11,0,4,0
7114,1,1,0,4,0
7114,1,2,0,4,0
7114,1,3,0,4,0
7114,1,4,0,4,0
7114,1,5,0,0,0
7114,1,6,0,0,0
7114,1,7,0,0,0
7114,1,8,0,0,0
7114,1,9,0,0,1
7115,6,1,5,4,0
7115,6,2,4,4,0
7115,6,3,3,4,0
7115,6,4,2,4,0
7115,6,5,1,4,0
7115,6,6,0,4,0
7115,6,7,5,4,0
7115,6,8,4,4,0
7115,6,9,3,4,0
7115,6,10,2,4,0
7115,6,11,1,0,0
7116,12,1,11,4,0
7116,12,2,10,4,0
7116,12,3,9,4,0
7116,12,4,8,4,0
7116,12,5,7,4,0
7116,12,6,6,4,0
7116,12,7,5,4,0
7116,12,8,4,4,0
7116,12,9,3,4,0
7116,12,10,2,4,0
7116,12,11,1,4,0
7117,1,1,0,4,0
7117,1,2,0,4,0
7117,1,3,0,4,0
7117,1,4,0,4,0
7117,1,5,0,4,0
7117,1,6,0,4,0
7117,1,7,0,4,0
7117,1,8,0,4,0
7117,1,9,0,4,0
7117,1,10,0,4,0
7117,1,11,0,4,0
7118,12,1,11,4,0
7118,12,2,10,4,0
7118,12,3,9,4,0
7118,12,4,8,4,0
7118,12,5,7,4,0
7118,12,6,6,4,0
7118,12,7,5,4,0
7118,12,8,4,4,0
7118,12,9,3,4,0
7118,12,10,2,4,0
7118,12,11,1,4,0
7119,6,1,5,4,0
7119,6,2,4,4,0
7119,6,3,3,4,0
7119,6,4,2,3,0
7119,6,5,1,4,0
7119,6,6,0,0,0
7119,6,7,5,0,0
7119,6,8,4,0,0
7119,6,9,3,0,0
7119,6,10,2,0,0
7119,6,11,1,0,0
7120,1,1,0,4,0
7120,1,2,0,4,0
7120,1,3,0,4,0
7120,1,4,0,4,0
7120,1,5,0,4,0
7120,1,6,0,4,0
7120,1,7,0,4,0
7120,1,8,0,4,0
7120,1,9,0,0,0
7120,1,10,0,4,0
7120,1,11,0,4,0
7121,6,1,5,4,0
7121,6,2,4,0,0
7121,6,3,3,4,0
7121,6,4,2,0,0
7121,6,5,1,0,0
7121,6,6,0,0,1
7122,6,1,5,4,0
7122,6,2,4,4,0
7122,6,3,3,4,0
7122,6,4,2,4,0
7122,6,5,1,4,0
7122,6,6,0,4,0
7122,6,7,5,4,0
7122,6,8,4,4,0
7122,6,9,3,4,0
7122,6,10,2,4,0
7122,6,11,1,4,0
7123,1,1,0,4,0
7123,1,2,0,4,0
7123,1,3,0,0,0
7123,1,4,0,0,0
7123,1,5,0,0,0
7123,1,6,0,0,1
7124,1,1,0,0,0
7124,1,2,0,0,0
7124,1,3,0,0,0
7124,1,4,0,0,0
7124,1,5,0,0,0
7124,1,6,0,0,0
7124,1,7,0,0,0
7124,1,8,0,0,0
7124,1,9,0,0,0
7124,1,10,0,0,0
7124,1,11,0,0,0
7125,6,1,5,4,0
7125,6,2,4,4,0
7125,6,3,3,4,0
7125,6,4,2,0,0
7125,6,5,1,0,0
7125,6,6,0,0,0
7125,6,7,5,0,0
7125,6,8,4,0,0
7125,6,9,3,0,0
7125,6,10,2,0,0
7125,6,11,1,0,0
7126,1,1,0,4,0
7126,1,2,0,0,0
7126,1,3,0,0,0
7126,1,4,0,4,0
7126,1,5,0,0,0
7126,1,6,0,0,0
7126,1,7,0,0,0
7126,1,8,0,0,1
7127,1,1,0,4,0
7127,1,2,0,4,0
7127,1,3,0,0,0
7127,1,4,0,0,0
7127,1,5,0,0,0
7127,1,6,0,0,0
7127,1,7,0,0,1
7128,6,1,5,0,0
7128,6,2,4,0,0
7128,6,3,3,0,0
7128,6,4,2,0,0
7128,6,5,1,0,0
7128,6,6,0,0,0
7128,6,7,5,0,0
7128,6,8,4,0,0
7128,6,9,3,0,0
7128,6,10,2,0,0
7128,6,11,1,0,0
7129,1,1,0,4,0
7129,1,2,0,8,0
7129,1,3,0,4,0
7129,1,4,0,4,0
7129,1,5,0,4,0
7129,1,6,0,3,0
7129,1,7,0,2,0
7129,1,8,0,4,0
7129,1,9,0,4,0
7129,1,10,0,4,0
7129,1,11,0,4,0
7130,1,1,0,0,0
7130,1,2,0,0,0
7130,1,3,0,0,0
7130,1,4,0,0,0
7130,1,5,0,0,0
7130,1,6,0,0,0
7130,1,7,0,0,0
7130,1,8,0,0,0
7130,1,9,0,0,0
7130,1,10,0,0,0
7130,1,11,0,0,0
7131,6,1,5,4,0
7131,6,2,4,0,0
7131,6,3,3,0,0
7131,6,4,2,0,0
7131,6,5,1,0,0
7131,6,6,0,0,1
7132,1,1,0,4,0
7132,1,2,0,4,0
7132,1,3,0,4,0
7132,1,4,0,4,0
7132,1,5,0,4,0
7132,1,6,0,4,0
7132,1,7,0,4,0
7132,1,8,0,4,0
7132,1,9,0,4,0
7132,1,10,0,4,0
7132,1,11,0,4,0
7133,1,1,0,4,0
7133,1,2,0,0,0
7133,1,3,0,0,0
7133,1,4,0,0,0
7133,1,5,0,0,0
7133,1,6,0,0,1
7134,6,1,5,4,0
7134,6,2,4,4,0
7134,6,3,3,4,0
7134,6,4,2,4,0
7134,6,5,1,0,0
7134,6,6,0,0,1
7135,6,1,5,4,0
7135,6,2,4,4,0
7135,6,3,3,4,0
7135,6,4,2,4,0
7135,6,5,1,4,0
7135,6,6,0,4,0
7135,6,7,5,4,0
7135,6,8,4,4,0
7135,6,9,3,4,0
7135,6,10,2,4,0
7135,6,11,1,4,0
7136,6,1,5,4,0
7136,6,2,4,0,0
7136,6,3,3,0,0
7136,6,4,2,0,0
7136,6,5,1,0,0
7136,6,6,0,0,1
7137,6,1,5,0,0
7137,6,2,4,0,0
7137,6,3,3,4,0
7137,6,4,2,4,0
7137,6,5,1,4,0
7137,6,6,0,4,0
7137,6,7,5,4,0
7137,6,8,4,4,0
7137,6,9,3,4,0
7137,6,10,2,0,0
7137,6,11,1,0,0
7138,6,1,5,4,0
7138,6,2,4,4,0
7138,6,3,3,4,0
7138,6,4,2,4,0
7138,6,5,1,4,0
7138,6,6,0,4,0
7138,6,7,5,4,0
7138,6,8,4,4,0
7138,6,9,3,4,0
7138,6,10,2,4,0
7138,6,11,1,4,0
7139,12,1,11,4,0
7139,12,2,10,4,0
7139,12,3,9,4,0
7139,12,4,8,4,0
7139,12,5,7,4,0
7139,12,6,6,4,0
7139,12,7,5,4,0
7139,12,8,4,4,0
7139,12,9,3,4,0
7139,12,10,2,0,0
7139,12,11,1,0,0
7140,6,1,5,0,0
7140,6,2,4,4,0
7140,6,3,3,0,0
7140,6,4,2,0,0
7140,6,5,1,0,0
7140,6,6,0,0,0
7140,6,7,5,0,0
7140,6,8,4,0,0
7140,6,9,3,0,0
7140,6,10,2,0,0
7140,6,11,1,0,0
7141,6,1,5,4,0
7141,6,2,4,4,0
7141,6,3,3,4,0
7141,6,4,2,4,0
7141,6,5,1,4,0
7141,6,6,0,4,0
7141,6,7,5,4,0
7141,6,8,4,4,0
7141,6,9,3,4,0
7141,6,10,2,4,0
7141,6,11,1,4,0
7142,12,1,11,4,0
7142,12,2,10,4,0
7142,12,3,9,2,0
7142,12,4,8,0,0
7142,12,5,7,0,0
7142,12,6,6,2,0
7142,12,7,5,3,0
7142,12,8,4,0,0
7142,12,9,3,0,0
7142,12,10,2,0,0
7142,12,11,1,0,0
7143,12,1,11,0,0
7143,12,2,10,0,0
7143,12,3,9,0,0
7143,12,4,8,0,0
7143,12,5,7,0,0
7143,12,6,6,0,0
7143,12,7,5,0,0
7143,12,8,4,0,0
7143,12,9,3,0,0
7143,12,10,2,0,0
7143,12,11,1,0,0
7144,1,1,0,4,0
7144,1,2,0,4,0
7144,1,3,0,4,0
7144,1,4,0,4,0
7144,1,5,0,4,0
7144,1,6,0,4,0
7144,1,7,0,0,0
7144,1,8,0,0,0
7144,1,9,0,3,0
7144,1,10,0,4,0
7144,1,11,0,4,0
7145,1,1,0,0,0
7145,1,2,0,0,1
7146,1,1,0,4,0
7146,1,2,0,4,0
7146,1,3,0,4,0
7146,1,4,0,4,0
7146,1,5,0,4,0
